timestamp,RPM,SPEED,MAF
2025-04-15 15:36:55,1572.5,34,20.74
2025-04-15 15:36:58,1579.5,34,15.63
2025-04-15 15:37:00,1456.5,33,18.49
2025-04-15 15:37:02,1314,29,10.99
2025-04-15 15:37:05,1338.5,28,12.33
2025-04-15 15:37:07,1301.5,28,11.41
2025-04-15 15:37:09,1366.5,29,14.36
2025-04-15 15:37:12,1391,30,12.72
2025-04-15 15:37:14,1173,30,7.05
2025-04-15 15:37:16,784.5,27,5.97
2025-04-15 15:37:18,771,18,6.02
2025-04-15 15:37:21,782,11,6.94
2025-04-15 15:37:23,1415,10,17.33
2025-04-15 15:37:25,1477,11,14.61
2025-04-15 15:37:28,1708.5,15,24.83
2025-04-15 15:37:30,1634,20,21.86
2025-04-15 15:37:32,1824.5,24,28.63
2025-04-15 15:37:35,1449,28,17.91
2025-04-15 15:37:37,1435,32,15.52
2025-04-15 15:37:39,1501,33,15.16
2025-04-15 15:37:42,1538,33,14.99
2025-04-15 15:37:44,1596,34,15.88
2025-04-15 15:37:46,1461.5,34,26.19
2025-04-15 15:37:48,1400.5,32,14.3
2025-04-15 15:37:51,1414.5,31,12.8
2025-04-15 15:37:53,1355,32,12.83
2025-04-15 15:37:55,1388.5,33,12.99
2025-04-15 15:37:58,1357.5,35,10.66
2025-04-15 15:38:00,839.5,35,6.83
2025-04-15 15:38:02,793,36,6.38
2025-04-15 15:38:05,786.5,36,6.16
2025-04-15 15:38:07,808.5,36,6.49
2025-04-15 15:38:09,772,36,6.11
2025-04-15 15:38:12,797.5,35,6.58
2025-04-15 15:38:14,790.5,33,6.38
2025-04-15 15:38:16,790,33,6.19
2025-04-15 15:38:18,790.5,34,6.38
2025-04-15 15:38:21,789,34,6.61
2025-04-15 15:38:23,791,35,6.22
2025-04-15 15:38:25,790.5,35,6.36
2025-04-15 15:38:28,791,36,6.69
2025-04-15 15:38:30,789.5,36,6.49
2025-04-15 15:38:32,788.5,35,6.47
2025-04-15 15:38:35,792.5,35,6.22
2025-04-15 15:38:37,790,35,5.69
2025-04-15 15:38:39,810.5,34,6.69
2025-04-15 15:38:41,1122,33,9.16
2025-04-15 15:38:44,1237,32,8.94
2025-04-15 15:38:46,785.5,30,6.55
2025-04-15 15:38:48,924,28,8.27
2025-04-15 15:38:51,1282.5,27,10.77
2025-04-15 15:38:53,1176,26,10.19
2025-04-15 15:38:55,1190,26,12.8
2025-04-15 15:38:58,1270,27,16.11
2025-04-15 15:39:00,1355,29,17.08
2025-04-15 15:39:02,1416,30,17.94
2025-04-15 15:39:05,1435,31,17.94
2025-04-15 15:39:07,1440,31,17.52
2025-04-15 15:39:09,1437.5,31,17.88
2025-04-15 15:39:11,1446.5,31,18.19
2025-04-15 15:39:14,1453.5,31,18.38
2025-04-15 15:39:16,1486,32,16.97
2025-04-15 15:39:18,1485,32,17.49
2025-04-15 15:39:21,1508.5,32,18.05
2025-04-15 15:39:23,1502.5,32,14.99
2025-04-15 15:39:25,1517,33,15.97
2025-04-15 15:39:28,1524,33,15.19
2025-04-15 15:39:30,1544,33,13.99
2025-04-15 15:39:32,1548.5,33,14.88
2025-04-15 15:39:35,1588.5,34,15.27
2025-04-15 15:39:37,1513,35,24.22
2025-04-15 15:39:39,1476.5,33,25.41
2025-04-15 15:39:41,1419,32,12.36
2025-04-15 15:39:44,1352,32,12.58
2025-04-15 15:39:46,1347,32,12.27
2025-04-15 15:39:48,1474.5,32,13.91
2025-04-15 15:39:51,1435,34,14.55
2025-04-15 15:39:53,1311.5,34,11.74
2025-04-15 15:39:55,1547,35,16.86
2025-04-15 15:39:58,1293.5,35,11.47
2025-04-15 15:40:00,919,35,8.88
2025-04-15 15:40:02,1388.5,35,12.91
2025-04-15 15:40:04,1552.5,34,14.77
2025-04-15 15:40:07,1489.5,33,25.61
2025-04-15 15:40:09,1416.5,32,13.72
2025-04-15 15:40:11,1361.5,31,12.36
2025-04-15 15:40:14,1216.5,27,10.41
2025-04-15 15:40:16,836,24,6.36
2025-04-15 15:40:18,789,21,6.91
2025-04-15 15:40:21,789,17,5.86
2025-04-15 15:40:23,756.5,13,6.16
2025-04-15 15:40:25,970.5,10,10.49
2025-04-15 15:40:27,1506.5,11,16.91
2025-04-15 15:40:30,1659,14,25.27
2025-04-15 15:40:32,1825,21,28.02
2025-04-15 15:40:34,1818,26,22.41
2025-04-15 15:40:37,1252.5,27,20.24
2025-04-15 15:40:39,1397.5,30,20.72
2025-04-15 15:40:41,1475,32,20.33
2025-04-15 15:40:44,1495,32,14.86
2025-04-15 15:40:46,1472.5,31,19.33
2025-04-15 15:40:48,1492.5,32,19.66
2025-04-15 15:40:50,1527,33,19.94
2025-04-15 15:40:53,1557.5,33,20.49
2025-04-15 15:40:55,1549.5,34,16.72
2025-04-15 15:40:57,1542.5,33,16.58
2025-04-15 15:41:00,1540.5,33,18.24
2025-04-15 15:41:02,1547,33,18.27
2025-04-15 15:41:04,1462.5,32,13.74
2025-04-15 15:41:07,1436,30,14.61
2025-04-15 15:41:09,1363.5,29,14.52
2025-04-15 15:41:11,1353,28,15.97
2025-04-15 15:41:13,1377,29,17.72
2025-04-15 15:41:16,1452.5,31,20.66
2025-04-15 15:41:18,1557,34,22.02
2025-04-15 15:41:20,1593,35,16.8
2025-04-15 15:41:23,1590,34,16.16
2025-04-15 15:41:25,1595,34,16.94
2025-04-15 15:41:27,1474.5,33,24.83
2025-04-15 15:41:29,1414,31,13.94
2025-04-15 15:41:32,1368,31,13.33
2025-04-15 15:41:34,1426,32,15.3
2025-04-15 15:41:36,1540,33,15.88
2025-04-15 15:41:39,1598,35,16.61
2025-04-15 15:41:41,1426.5,37,14.16
2025-04-15 15:41:43,987,37,7.55
2025-04-15 15:41:46,907.5,37,7.19
2025-04-15 15:41:48,838,36,6.99
2025-04-15 15:41:50,795,35,6.49
2025-04-15 15:41:52,787.5,34,6.55
2025-04-15 15:41:55,1302,33,12.49
2025-04-15 15:41:57,1497.5,33,14.74
2025-04-15 15:41:59,1542,33,15.08
2025-04-15 15:42:02,1460.5,32,14.3
2025-04-15 15:42:04,1483,33,14.63
2025-04-15 15:42:06,1484.5,32,14.66
2025-04-15 15:42:08,1457,31,14.63
2025-04-15 15:42:11,1417,30,14.55
2025-04-15 15:42:13,1368,29,14.13
2025-04-15 15:42:15,1328,28,16.11
2025-04-15 15:42:18,1316.5,28,20.24
2025-04-15 15:42:20,1374.5,29,22.36
2025-04-15 15:42:22,1425,31,22.91
2025-04-15 15:42:25,1515.5,33,27.72
2025-04-15 15:42:27,1627,35,27.52
2025-04-15 15:42:29,1598,35,19.41
2025-04-15 15:42:31,1462.5,32,15.97
2025-04-15 15:42:34,1378,30,13.99
2025-04-15 15:42:36,1326,28,17.11
2025-04-15 15:42:38,1340,29,23.08
2025-04-15 15:42:41,1473,31,27.52
2025-04-15 15:42:43,1568.5,34,25.33
2025-04-15 15:42:45,1616.5,35,22.97
2025-04-15 15:42:48,1629,35,22.77
2025-04-15 15:42:50,1622.5,35,22.33
2025-04-15 15:42:52,1614.5,35,21.55
2025-04-15 15:42:54,1555.5,34,17.19
2025-04-15 15:42:57,1441.5,31,13.63
2025-04-15 15:42:59,1362,28,13.52
2025-04-15 15:43:01,1311.5,28,15.13
2025-04-15 15:43:04,1347,29,17.36
2025-04-15 15:43:06,1412.5,30,17.91
2025-04-15 15:43:08,1457,32,16.24
2025-04-15 15:43:10,1473,31,14.41
2025-04-15 15:43:13,1448.5,32,14.44
2025-04-15 15:43:15,1465.5,30,14.69
2025-04-15 15:43:17,1432.5,31,14.44
2025-04-15 15:43:20,932.5,30,6.19
2025-04-15 15:43:22,791,28,6.38
2025-04-15 15:43:24,790,27,6.47
2025-04-15 15:43:26,786.5,21,6.44
2025-04-15 15:43:29,777.5,14,6.88
2025-04-15 15:43:31,790,10,6.19
2025-04-15 15:43:33,1339,9,13.69
2025-04-15 15:43:36,1998,15,33.19
2025-04-15 15:43:38,1909,24,33.3
2025-04-15 15:43:40,1356.5,30,19.11
2025-04-15 15:43:42,1565.5,34,26.61
2025-04-15 15:43:45,1695.5,38,23.3
2025-04-15 15:43:47,1556.5,35,15.69
2025-04-15 15:43:49,1435.5,33,17.19
2025-04-15 15:43:52,1337.5,30,12.02
2025-04-15 15:43:54,1257,29,11.22
2025-04-15 15:43:56,1195,27,10.49
2025-04-15 15:43:59,1141.5,26,9.49
2025-04-15 15:44:01,1097,25,9.3
2025-04-15 15:44:03,1258,27,12.72
2025-04-15 15:44:05,1299.5,29,12.91
2025-04-15 15:44:08,1128,30,10.13
2025-04-15 15:44:10,1058.5,31,6.8
2025-04-15 15:44:12,789.5,32,6.97
2025-04-15 15:44:15,791.5,32,6.24
2025-04-15 15:44:17,791,33,6.61
2025-04-15 15:44:19,790,33,6.66
2025-04-15 15:44:21,792.5,34,6.47
2025-04-15 15:44:24,789,34,6.41
2025-04-15 15:44:26,790.5,35,6.41
2025-04-15 15:44:28,789.5,35,6.27
2025-04-15 15:44:31,791.5,35,6.58
2025-04-15 15:44:33,791.5,36,6.49
2025-04-15 15:44:35,788,36,6.24
2025-04-15 15:44:37,801,36,6.61
2025-04-15 15:44:40,816.5,36,6.49
2025-04-15 15:44:42,807,36,6.24
2025-04-15 15:44:44,797.5,36,6.52
2025-04-15 15:44:47,785.5,36,6.16
2025-04-15 15:44:49,786.5,35,6.55
2025-04-15 15:44:51,790,34,6.33
2025-04-15 15:44:53,787,32,6.55
2025-04-15 15:44:56,1478,31,13.47
2025-04-15 15:44:58,1486,31,14.33
2025-04-15 15:45:00,1404,31,13.19
2025-04-15 15:45:03,1388.5,30,13.94
2025-04-15 15:45:05,1324.5,28,13.08
2025-04-15 15:45:07,1291,27,12.77
2025-04-15 15:45:09,1281,27,15.94
2025-04-15 15:45:12,1340,28,24.47
2025-04-15 15:45:14,1450.5,31,26.69
2025-04-15 15:45:16,1572,34,26.3
2025-04-15 15:45:18,1649,36,28.72
2025-04-15 15:45:21,1687,38,28.8
2025-04-15 15:45:23,1683,37,22.91
2025-04-15 15:45:25,1439.5,32,14.44
2025-04-15 15:45:28,1218.5,27,12.22
2025-04-15 15:45:30,1266,25,14.33
2025-04-15 15:45:32,1233,26,16.83
2025-04-15 15:45:34,1310,28,20.11
2025-04-15 15:45:37,1461,31,25.63
2025-04-15 15:45:39,1650,36,30.22
2025-04-15 15:45:41,1719.5,38,23.19
2025-04-15 15:45:44,1566.5,36,16.24
2025-04-15 15:45:46,1528,35,27.19
2025-04-15 15:45:48,1443,32,16.27
2025-04-15 15:45:50,1551.5,33,18.13
2025-04-15 15:45:53,1607,35,16.83
2025-04-15 15:45:55,1620.5,36,17.99
2025-04-15 15:45:57,1485.5,36,16.83
2025-04-15 15:46:00,1600.5,36,15.55
2025-04-15 15:46:02,1500,36,16.58
2025-04-15 15:46:04,1599.5,35,15.8
2025-04-15 15:46:06,1516.5,34,16.61
2025-04-15 15:46:09,1467.5,33,25.36
2025-04-15 15:46:11,1420,32,14.3
2025-04-15 15:46:13,1365,31,12.38
2025-04-15 15:46:15,1324.5,30,12.69
2025-04-15 15:46:18,1301.5,29,12.3
2025-04-15 15:46:20,1266.5,29,11.44
2025-04-15 15:46:22,1144.5,28,8.11
2025-04-15 15:46:25,786,28,7.38
2025-04-15 15:46:27,788.5,27,6.8
2025-04-15 15:46:29,782.5,18,7.24
2025-04-15 15:46:31,769,14,6.91
2025-04-15 15:46:34,1068,11,13.08
2025-04-15 15:46:36,1359,12,18.38
2025-04-15 15:46:38,1592.5,16,29.27
2025-04-15 15:46:41,1740,22,27.49
2025-04-15 15:46:43,1756,27,26.52
2025-04-15 15:46:45,1379.5,29,11.58
2025-04-15 15:46:47,1426,31,23.97
2025-04-15 15:46:50,1537.5,33,22.83
2025-04-15 15:46:52,1625.5,35,25.49
2025-04-15 15:46:54,1660.5,37,20.77
2025-04-15 15:46:57,1594,35,17.16
2025-04-15 15:46:59,1461.5,32,15.91
2025-04-15 15:47:01,1402,30,14.94
2025-04-15 15:47:03,1365.5,29,15.27
2025-04-15 15:47:06,1355.5,29,15.22
2025-04-15 15:47:08,1378,29,19.24
2025-04-15 15:47:10,1439,31,21.22
2025-04-15 15:47:13,1484,32,21.38
2025-04-15 15:47:15,1537.5,33,21.69
2025-04-15 15:47:17,1579.5,34,22.11
2025-04-15 15:47:19,1608.5,35,21.86
2025-04-15 15:47:22,1624.5,35,16.44
2025-04-15 15:47:24,1462.5,33,15.24
2025-04-15 15:47:26,1524,32,16.97
2025-04-15 15:47:28,1485,32,16.13
2025-04-15 15:47:31,1503,32,16.88
2025-04-15 15:47:33,1541.5,33,17.55
2025-04-15 15:47:35,1595,35,18.38
2025-04-15 15:47:38,1513,34,15.47
2025-04-15 15:47:40,1432.5,32,14.41
2025-04-15 15:47:42,1385,31,12.8
2025-04-15 15:47:44,1350.5,31,12.72
2025-04-15 15:47:47,1331.5,30,12.19
2025-04-15 15:47:49,1333,30,12.52
2025-04-15 15:47:51,1347,31,12.36
2025-04-15 15:47:54,1350.5,31,12.3
2025-04-15 15:47:56,1349,31,12.58
2025-04-15 15:47:58,1340,31,12.58
2025-04-15 15:48:00,1315.5,30,11.83
2025-04-15 15:48:03,1284,29,14.27
2025-04-15 15:48:05,1473.5,30,16.99
2025-04-15 15:48:07,1479.5,32,16.33
2025-04-15 15:48:10,1525.5,33,16.91
2025-04-15 15:48:12,1544.5,33,16.72
2025-04-15 15:48:14,1553.5,33,17.61
2025-04-15 15:48:16,1544.5,33,17.19
2025-04-15 15:48:19,1511,32,16.47
2025-04-15 15:48:21,1456.5,31,16.24
2025-04-15 15:48:23,1411.5,30,17.24
2025-04-15 15:48:26,1379,29,18.44
2025-04-15 15:48:28,1347.5,29,18.3
2025-04-15 15:48:30,1340,28,19.94
2025-04-15 15:48:32,1368.5,29,22.88
2025-04-15 15:48:35,1459,31,25.66
2025-04-15 15:48:37,1547.5,33,26.99
2025-04-15 15:48:39,1645.5,35,28.08
2025-04-15 15:48:42,1667,37,28.33
2025-04-15 15:48:44,1682,37,21.55
2025-04-15 15:48:46,1618,36,20.3
2025-04-15 15:48:48,1561.5,35,19.36
2025-04-15 15:48:51,1474.5,33,15.99
2025-04-15 15:48:53,1440,31,17.63
2025-04-15 15:48:55,1407.5,30,18.08
2025-04-15 15:48:58,1371,29,17.99
2025-04-15 15:49:00,1362.5,29,19.74
2025-04-15 15:49:02,1383.5,30,21.05
2025-04-15 15:49:05,1433,30,22.22
2025-04-15 15:49:07,1476.5,32,23.27
2025-04-15 15:49:09,1535,33,23.69
2025-04-15 15:49:11,1574,34,21.8
2025-04-15 15:49:14,1631,35,22.44
2025-04-15 15:49:16,1629,35,18.02
2025-04-15 15:49:18,1646,36,23.08
2025-04-15 15:49:21,1643,36,17.63
2025-04-15 15:49:23,1515,35,22.38
2025-04-15 15:49:25,1405.5,32,15.27
2025-04-15 15:49:28,1293,29,10.91
2025-04-15 15:49:30,1170.5,28,10.83
2025-04-15 15:49:32,1146.5,26,9.74
2025-04-15 15:49:34,787,18,7.47
2025-04-15 15:49:37,793,11,7.55
2025-04-15 15:49:39,1350.5,12,18.13
2025-04-15 15:49:41,1695.5,16,30.02
2025-04-15 15:49:44,1709.5,22,26.77
2025-04-15 15:49:46,1849,28,30.11
2025-04-15 15:49:48,1448.5,32,18.86
2025-04-15 15:49:51,1567,34,17.47
2025-04-15 15:49:53,1613,35,16.52
2025-04-15 15:49:55,1631.5,35,15.52
2025-04-15 15:49:58,1589,35,15.11
2025-04-15 15:50:00,1534.5,35,14.88
2025-04-15 15:50:02,919,35,7.02
2025-04-15 15:50:04,790,34,6.38
2025-04-15 15:50:07,792.5,34,6.63
2025-04-15 15:50:09,792,34,6.49
2025-04-15 15:50:11,792,34,6.72
2025-04-15 15:50:14,789.5,35,6.36
2025-04-15 15:50:16,791,35,6.3
2025-04-15 15:50:18,789.5,35,6.44
2025-04-15 15:50:21,788.5,35,6.41
2025-04-15 15:50:23,791,36,6.72
2025-04-15 15:50:25,793.5,36,6.41
2025-04-15 15:50:27,796.5,36,6.22
2025-04-15 15:50:30,780.5,36,6.52
2025-04-15 15:50:32,793.5,36,6.63
2025-04-15 15:50:34,800,37,6.66
2025-04-15 15:50:37,798,37,6.44
2025-04-15 15:50:39,795,37,6.58
2025-04-15 15:50:41,792,37,6.69
2025-04-15 15:50:44,796.5,37,6.55
2025-04-15 15:50:46,799.5,37,6.61
2025-04-15 15:50:48,1391.5,37,12.3
2025-04-15 15:50:51,966.5,36,7.74
2025-04-15 15:50:53,833,35,7.11
2025-04-15 15:50:55,785,33,6.88
2025-04-15 15:50:57,862.5,30,8.13
2025-04-15 15:51:00,1435,30,13.41
2025-04-15 15:51:02,1335.5,29,12.72
2025-04-15 15:51:04,1318,28,12.52
2025-04-15 15:51:07,1262.5,27,11.86
2025-04-15 15:51:09,1241,26,12.3
2025-04-15 15:51:11,1221.5,26,15.36
2025-04-15 15:51:14,1274,27,21.63
2025-04-15 15:51:16,1377.5,29,22.63
2025-04-15 15:51:18,1474,32,24.91
2025-04-15 15:51:21,1524.5,33,22.33
2025-04-15 15:51:23,1492.5,32,17.33
2025-04-15 15:51:25,1471,32,17.52
2025-04-15 15:51:27,1439.5,31,16.63
2025-04-15 15:51:30,1439.5,31,17.77
2025-04-15 15:51:32,1473,31,19.58
2025-04-15 15:51:34,1496,33,17.33
2025-04-15 15:51:37,1507,32,16.02
2025-04-15 15:51:39,1494,32,15.33
2025-04-15 15:51:41,1512,33,16.3
2025-04-15 15:51:44,1490.5,33,25.02
2025-04-15 15:51:46,1323.5,32,12.55
2025-04-15 15:51:48,1427.5,32,14.33
2025-04-15 15:51:51,1467,32,14.91
2025-04-15 15:51:53,1533.5,33,15.3
2025-04-15 15:51:55,1536,34,21.58
2025-04-15 15:51:57,851.5,34,7.02
2025-04-15 15:52:00,796.5,33,6.83
2025-04-15 15:52:02,792.5,33,6.58
2025-04-15 15:52:04,789.5,32,6.61
2025-04-15 15:52:07,790.5,32,6.63
2025-04-15 15:52:09,791.5,31,6.74
2025-04-15 15:52:11,848.5,31,6.72
2025-04-15 15:52:14,1457,32,13.58
2025-04-15 15:52:16,1553.5,33,15.61
2025-04-15 15:52:18,1425,34,14.66
2025-04-15 15:52:20,1438.5,32,15.63
2025-04-15 15:52:23,1391.5,31,12.91
2025-04-15 15:52:25,1316.5,30,11.88
2025-04-15 15:52:27,1286.5,29,11.19
2025-04-15 15:52:30,1154.5,26,9.69
2025-04-15 15:52:32,789,20,7.16
2025-04-15 15:52:34,784.5,14,6.66
2025-04-15 15:52:37,1356,11,18.99
2025-04-15 15:52:39,1678.5,15,28.94
2025-04-15 15:52:41,1773.5,22,28.44
2025-04-15 15:52:44,1803.5,27,28.63
2025-04-15 15:52:46,1446,32,22.83
2025-04-15 15:52:48,1590,35,26.99
2025-04-15 15:52:50,1710,38,26.41
2025-04-15 15:52:53,1712.5,38,18.58
2025-04-15 15:52:55,1669.5,37,19.36
2025-04-15 15:52:57,1636,36,18.86
2025-04-15 15:53:00,1618.5,36,19.22
2025-04-15 15:53:02,1525.5,34,14.33
2025-04-15 15:53:04,1453.5,32,14.61
2025-04-15 15:53:07,1449,31,15.61
2025-04-15 15:53:09,1447,31,16.05
2025-04-15 15:53:11,1427.5,31,16.83
2025-04-15 15:53:13,1453.5,29,15.66
2025-04-15 15:53:16,1319,29,15.91
2025-04-15 15:53:18,1371.5,30,17.41
2025-04-15 15:53:20,1417,30,17.44
2025-04-15 15:53:23,1460.5,32,18.72
2025-04-15 15:53:25,1509,33,17.13
2025-04-15 15:53:27,1535,33,16.49
2025-04-15 15:53:30,1567.5,34,17.05
2025-04-15 15:53:32,1607.5,35,17.22
2025-04-15 15:53:34,1651,36,17.86
2025-04-15 15:53:36,1626,36,17.3
2025-04-15 15:53:39,1543,35,15.47
2025-04-15 15:53:41,1471,33,25.66
2025-04-15 15:53:43,1423,32,13.41
2025-04-15 15:53:46,1395.5,32,12.91
2025-04-15 15:53:48,1395,32,12.8
2025-04-15 15:53:50,1412.5,32,13.41
2025-04-15 15:53:53,1419,32,13.36
2025-04-15 15:53:55,1424,32,12.86
2025-04-15 15:53:57,1416.5,32,13.13
2025-04-15 15:53:59,1434.5,32,14.72
2025-04-15 15:54:02,1399.5,32,14.36
2025-04-15 15:54:04,1507,32,16.24
2025-04-15 15:54:06,1542,32,16.13
2025-04-15 15:54:09,1517,33,15.77
2025-04-15 15:54:11,1522.5,33,15.99
2025-04-15 15:54:13,1508.5,32,16.05
2025-04-15 15:54:15,1481.5,32,16.05
2025-04-15 15:54:18,1444,31,16.41
2025-04-15 15:54:20,1413.5,30,16.47
2025-04-15 15:54:22,1397.5,29,19.63
2025-04-15 15:54:25,1426.5,30,26.69
2025-04-15 15:54:27,1514.5,32,27.72
2025-04-15 15:54:29,1559.5,34,23.66
2025-04-15 15:54:32,1513.5,33,21.22
2025-04-15 15:54:34,1486,32,19.97
2025-04-15 15:54:36,1453.5,31,20.52
2025-04-15 15:54:38,1431.5,31,20.33
2025-04-15 15:54:41,1403.5,30,19.52
2025-04-15 15:54:43,1388.5,30,20.44
2025-04-15 15:54:45,1402,30,21.88
2025-04-15 15:54:48,1429.5,30,21.47
2025-04-15 15:54:50,1452,31,22.33
2025-04-15 15:54:52,1463,31,20.72
2025-04-15 15:54:55,1480.5,32,23.86
2025-04-15 15:54:57,1502,32,22.94
2025-04-15 15:54:59,1509,32,23.52
2025-04-15 15:55:01,1526,33,23.08
2025-04-15 15:55:04,1536,33,23.47
2025-04-15 15:55:06,1550,33,23.33
2025-04-15 15:55:08,1566.5,34,23.11
2025-04-15 15:55:11,1606.5,35,23.11
2025-04-15 15:55:13,1603,35,18.94
2025-04-15 15:55:15,1399,31,13.24
2025-04-15 15:55:17,1293,28,14.05
2025-04-15 15:55:20,1371.5,28,15.08
2025-04-15 15:55:22,1283,28,13.44
2025-04-15 15:55:24,1302,28,13.63
2025-04-15 15:55:27,1326,28,13.47
2025-04-15 15:55:29,1354.5,29,14.74
2025-04-15 15:55:31,770.5,28,6.88
2025-04-15 15:55:33,783,26,7.49
2025-04-15 15:55:36,787,19,7.44
2025-04-15 15:55:38,781,11,7.74
2025-04-15 15:55:40,807,9,7.58
2025-04-15 15:55:43,1455.5,11,19.41
2025-04-15 15:55:45,1690,16,29.02
2025-04-15 15:55:47,1870,23,27.44
2025-04-15 15:55:50,1452.5,28,22.47
2025-04-15 15:55:52,1547,34,25.77
2025-04-15 15:55:54,1535,35,17.83
2025-04-15 15:55:56,1407.5,32,13.77
2025-04-15 15:55:59,1304.5,30,13.97
2025-04-15 15:56:01,1390.5,30,15.11
2025-04-15 15:56:03,1437.5,30,15.3
2025-04-15 15:56:06,1493.5,31,16.24
2025-04-15 15:56:08,1546,33,16.86
2025-04-15 15:56:10,1518.5,34,15.52
2025-04-15 15:56:12,1486,34,26.27
2025-04-15 15:56:15,1489.5,34,26.69
2025-04-15 15:56:17,1488.5,34,26.11
2025-04-15 15:56:19,1495.5,34,26.69
2025-04-15 15:56:22,1495.5,34,26.69
2025-04-15 15:56:24,1492.5,34,26.38
2025-04-15 15:56:26,1495.5,34,25.74
2025-04-15 15:56:28,1499,34,26.19
2025-04-15 15:56:31,1505,34,14.99
2025-04-15 15:56:33,1522.5,34,26.86
2025-04-15 15:56:35,1526.5,35,27.02
2025-04-15 15:56:38,1534,35,27.24
2025-04-15 15:56:40,1542.5,35,27.38
2025-04-15 15:56:42,1558,35,27.74
2025-04-15 15:56:44,1571,36,28.02
2025-04-15 15:56:47,1569.5,36,28.08
2025-04-15 15:56:49,1571.5,36,27.99
2025-04-15 15:56:51,1579,36,28.8
2025-04-15 15:56:54,1578,36,28.66
2025-04-15 15:56:56,1535,35,26.88
2025-04-15 15:56:58,1480.5,34,26.44
2025-04-15 15:57:01,1402.5,32,13.74
2025-04-15 15:57:03,1306,30,11.72
2025-04-15 15:57:05,1206.5,27,12.77
2025-04-15 15:57:07,1318,27,13.99
2025-04-15 15:57:10,1297,27,14.22
2025-04-15 15:57:12,1336,28,18.44
2025-04-15 15:57:14,1394.5,30,18.41
2025-04-15 15:57:16,1439.5,31,19.3
2025-04-15 15:57:19,1457,31,19.47
2025-04-15 15:57:21,1450,31,19.19
2025-04-15 15:57:23,1428,30,19.27
2025-04-15 15:57:26,1410,30,18.86
2025-04-15 15:57:28,1395,30,18.94
2025-04-15 15:57:30,1387.5,30,18.94
2025-04-15 15:57:32,1400,30,19.22
2025-04-15 15:57:35,1427,30,19.72
2025-04-15 15:57:37,1440,31,18.61
2025-04-15 15:57:39,1424,31,15.69
