timestamp,SPEED(km/h),MAF(g/s),CO2(g),CO2 ´©Àû(g),PPM/sec
2025-06-18 18:21:39,0.0,10.97,2.5003,726.69,19647.01
2025-06-18 18:21:40,0.0,11.16,2.545,729.24,19987.3
2025-06-18 18:21:41,0.0,11.02,2.5129,731.75,19736.56
2025-06-18 18:21:42,0.0,11.08,2.5268,734.28,19844.02
2025-06-18 18:21:43,0.0,11.16,2.5441,736.82,19987.3
2025-06-18 18:21:44,0.0,10.83,2.4696,739.29,19396.27
2025-06-18 18:21:45,0.0,10.99,2.5053,741.8,19682.83
2025-06-18 18:21:46,0.0,10.97,2.5015,744.3,19647.01
2025-06-18 18:21:47,0.0,11.3,2.5781,746.88,20238.03
2025-06-18 18:21:48,0.0,11.08,2.5612,749.44,19844.02
2025-06-18 18:21:49,0.0,11.19,2.5433,751.98,20041.02
2025-06-18 18:21:51,0.0,10.61,2.4195,754.4,19002.26
2025-06-18 18:21:52,0.0,11.02,2.5143,756.91,19736.56
2025-06-18 18:21:53,0.0,10.88,2.4794,759.39,19485.82
2025-06-18 18:21:54,0.0,10.94,2.4935,761.89,19593.28
2025-06-18 18:21:55,0.0,10.83,2.4695,764.36,19396.27
2025-06-18 18:21:56,0.0,11.13,2.5376,766.89,19933.57
2025-06-18 18:21:57,0.0,10.83,2.4702,769.36,19396.27
2025-06-18 18:21:58,0.0,11.13,2.5378,771.9,19933.57
2025-06-18 18:21:59,0.0,10.69,2.436,774.34,19145.54
2025-06-18 18:22:00,0.0,10.61,2.4201,776.76,19002.26
2025-06-18 18:22:01,0.0,10.94,2.4947,779.25,19593.28
2025-06-18 18:22:02,0.0,10.83,2.4705,781.72,19396.27
2025-06-18 18:22:04,0.0,11.08,2.5269,784.25,19844.02
2025-06-18 18:22:05,0.0,10.91,2.488,786.74,19539.55
2025-06-18 18:22:06,0.0,10.69,2.4371,789.18,19145.54
2025-06-18 18:22:07,0.0,11.36,2.5898,791.76,20345.49
2025-06-18 18:22:08,0.0,11.24,2.564,794.33,20130.57
2025-06-18 18:22:09,0.0,10.8,2.4631,796.79,19342.54
2025-06-18 18:22:10,0.0,10.88,2.4811,799.27,19485.82
2025-06-18 18:22:11,0.0,10.91,2.4862,801.76,19539.55
2025-06-18 18:22:12,0.0,11.16,2.545,804.3,19987.3
2025-06-18 18:22:13,0.0,11.13,2.5383,806.84,19933.57
2025-06-18 18:22:14,0.0,11.02,2.512,809.35,19736.56
2025-06-18 18:22:15,0.0,11.05,2.5207,811.88,19790.29
2025-06-18 18:22:16,0.0,11.11,2.5316,814.41,19897.75
2025-06-18 18:22:18,0.0,11.22,2.5599,816.97,20094.75
2025-06-18 18:22:19,0.0,11.11,2.5331,819.5,19897.75
2025-06-18 18:22:20,0.0,11.16,2.6045,822.1,19987.3
2025-06-18 18:22:21,0.0,10.99,2.5156,824.62,19682.83
2025-06-18 18:22:22,0.0,11.24,2.5629,827.18,20130.57
2025-06-18 18:22:23,0.0,11.05,2.5201,829.7,19790.29
2025-06-18 18:22:24,0.0,11.13,2.538,832.24,19933.57
