timestamp,RPM,SPEED,THROTTLE_POS,ENGINE_LOAD,COOLANT_TEMP,INTAKE_TEMP,MAF,FUEL_LEVEL
2025-04-11 18:27:04,774.0 revolutions_per_minute,5.0 kilometer_per_hour,0.0 percent,45.490196078431374 percent,84 degree_Celsius,36 degree_Celsius,6.36 gps
2025-04-11 18:27:06,779.5 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,50.588235294117645 percent,84 degree_Celsius,36 degree_Celsius,6.72 gps
2025-04-11 18:27:09,797.5 revolutions_per_minute,1.0 kilometer_per_hour,0.0 percent,47.05882352941177 percent,84 degree_Celsius,36 degree_Celsius,7.0200000000000005 gps
2025-04-11 18:27:11,785.0 revolutions_per_minute,4.0 kilometer_per_hour,0.0 percent,46.666666666666664 percent,84 degree_Celsius,36 degree_Celsius,7.2700000000000005 gps
2025-04-11 18:27:13,788.5 revolutions_per_minute,3.0 kilometer_per_hour,0.0 percent,48.23529411764706 percent,84 degree_Celsius,36 degree_Celsius,7.0200000000000005 gps
2025-04-11 18:27:15,790.0 revolutions_per_minute,3.0 kilometer_per_hour,0.0 percent,46.666666666666664 percent,84 degree_Celsius,36 degree_Celsius,7.2700000000000005 gps
2025-04-11 18:27:18,790.5 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,48.23529411764706 percent,84 degree_Celsius,37 degree_Celsius,7.24 gps
2025-04-11 18:27:20,774.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,47.84313725490196 percent,84 degree_Celsius,37 degree_Celsius,7.22 gps
2025-04-11 18:27:22,808.0 revolutions_per_minute,3.0 kilometer_per_hour,0.0 percent,46.666666666666664 percent,84 degree_Celsius,37 degree_Celsius,6.86 gps
2025-04-11 18:27:25,790.0 revolutions_per_minute,2.0 kilometer_per_hour,0.0 percent,46.27450980392157 percent,84 degree_Celsius,37 degree_Celsius,6.88 gps
2025-04-11 18:27:27,762.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,51.76470588235294 percent,84 degree_Celsius,37 degree_Celsius,7.3 gps
2025-04-11 18:27:29,778.5 revolutions_per_minute,2.0 kilometer_per_hour,0.0 percent,52.94117647058823 percent,84 degree_Celsius,37 degree_Celsius,7.19 gps
2025-04-11 18:27:32,790.0 revolutions_per_minute,2.0 kilometer_per_hour,0.0 percent,47.84313725490196 percent,84 degree_Celsius,37 degree_Celsius,6.86 gps
2025-04-11 18:27:34,790.5 revolutions_per_minute,1.0 kilometer_per_hour,0.0 percent,46.27450980392157 percent,84 degree_Celsius,37 degree_Celsius,7.47 gps
2025-04-11 18:27:36,784.5 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,49.01960784313726 percent,84 degree_Celsius,37 degree_Celsius,7.58 gps
2025-04-11 18:27:38,785.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,46.27450980392157 percent,84 degree_Celsius,37 degree_Celsius,6.66 gps
